Customer_ID,Customer_Name,Gender,Age,City,Segment,Plan_Type,Call_Minutes,SMS_Count,Data_Usage_GB,Monthly_Charge,Revenue,Cost,Profit,ARPU,Usage_Pattern,Profitability_Score,Rule_Date
CUST0056,Neha Iyer,Male,56,Hyderabad,Premium,Prepaid,653.1,32,20.13,399,17041.89,12731.83,4310.0599999999995,1065.12,High,70,2025-10-01
CUST0057,Anjali Reddy,Male,55,Jaipur,Business,Prepaid,551.4,97,22.77,499,10288.77,9433.13,855.6400000000012,571.6,High,35,2025-10-01
CUST0058,Sneha Joshi,Male,28,Kochi,Premium,Prepaid,444.9,264,13.3,399,9696.5,9121.23,575.2700000000004,606.03,High,45,2025-10-01
CUST0059,Arjun Iyer,Male,38,Delhi,Business,Postpaid,490.6,243,26.69,399,13378.32,10392.95,2985.369999999999,1029.1,High,50,2025-10-01
CUST0060,Rahul Sharma,Female,40,Hyderabad,Retail,Postpaid,573.9,224,21.79,699,8314.06,4592.56,3721.499999999999,489.06,High,45,2025-10-01
CUST0061,Rahul Rao,Female,22,Jaipur,Premium,Prepaid,626.1,265,7.83,499,16749.34,14524.59,2224.75,930.52,High,25,2025-10-01
CUST0062,Arjun Sharma,Male,57,Chennai,Business,Prepaid,101.2,110,10.98,499,3906.41,1819.68,2086.7299999999996,279.03,Medium,20,2025-10-01
CUST0063,Rajesh Patel,Female,50,Hyderabad,Premium,Postpaid,285.7,28,5.87,899,19202.36,18224.3,978.0600000000013,1600.2,Medium,25,2025-10-01
CUST0064,Neha Kumar,Female,20,Chennai,Business,Postpaid,458.7,192,5.29,1599,19870.41,16233.71,3636.7000000000007,1241.9,High,50,2025-10-01
CUST0065,Rajesh Pillai,Male,29,Jaipur,Premium,Prepaid,550.8,124,2.45,699,4791.89,3463.11,1328.7800000000002,252.2,High,25,2025-10-01
CUST0066,Rajesh Pillai,Male,22,Mumbai,Premium,Postpaid,670.2,220,1.95,1299,13044.65,9780.99,3263.66,1304.46,High,60,2025-10-01
CUST0067,Rahul Joshi,Female,42,Pune,Premium,Postpaid,563.8,44,14.3,499,11885.91,10715.44,1170.4699999999993,914.3,High,45,2025-10-01
CUST0068,Anjali Kumar,Male,38,Lucknow,Retail,Prepaid,427.6,18,6.12,299,3297.84,294.19,3003.65,274.82,High,25,2025-10-01
CUST0069,Karthik Kumar,Male,26,Kochi,Retail,Prepaid,609.8,236,12.5,1299,11596.74,9084.03,2512.709999999999,966.39,High,45,2025-10-01
CUST0070,Arjun Iyer,Male,27,Kochi,Retail,Prepaid,110.9,62,8.24,1299,18876.74,17739.31,1137.4300000000003,1573.06,Medium,25,2025-10-01
CUST0071,Rahul Mehta,Male,59,Hyderabad,Retail,Postpaid,260.1,133,24.72,499,13502.04,8121.88,5380.160000000001,675.1,High,30,2025-10-01
CUST0072,Arjun Mehta,Male,54,Jaipur,Retail,Prepaid,188.3,94,9.97,399,6595.21,2561.76,4033.45,599.56,Medium,10,2025-10-01
CUST0073,Neha Sharma,Male,56,Mumbai,Business,Postpaid,494.0,241,5.61,399,15074.3,11662.05,3412.25,1159.56,High,40,2025-10-01
CUST0074,Rajesh Patel,Male,25,Delhi,Business,Postpaid,232.1,254,13.71,499,6122.97,760.84,5362.13,382.69,Medium,30,2025-10-01
CUST0075,Rajesh Kumar,Female,39,Bangalore,Premium,Postpaid,460.5,258,5.62,1099,14255.25,8490.51,5764.74,890.95,High,45,2025-10-01
CUST0076,Karthik Patel,Female,34,Hyderabad,Premium,Postpaid,378.3,42,3.71,299,4278.05,72.57,4205.4800000000005,237.67,Low,20,2025-10-01
CUST0077,Neha Kumar,Male,34,Bangalore,Premium,Postpaid,627.7,260,25.45,899,17185.93,15686.12,1499.8099999999995,1321.99,High,60,2025-10-01
CUST0078,Karthik Mehta,Female,49,Chennai,Retail,Postpaid,398.7,110,12.97,1299,16228.78,13165.3,3063.4800000000014,1352.4,Medium,55,2025-10-01
CUST0079,Karthik Joshi,Male,60,Mumbai,Premium,Postpaid,429.5,158,14.9,1099,13081.18,11474.29,1606.8899999999994,726.73,High,55,2025-10-01
CUST0080,Karthik Reddy,Female,50,Mumbai,Premium,Postpaid,671.1,245,27.24,399,19859.4,17170.47,2688.9300000000003,992.97,High,45,2025-10-01
CUST0081,Sneha Verma,Female,51,Pune,Business,Postpaid,341.8,146,16.1,299,8371.95,6369.32,2002.630000000001,837.2,High,20,2025-10-01
CUST0082,Rahul Pillai,Female,20,Lucknow,Premium,Postpaid,172.2,203,23.96,499,19014.4,13046.83,5967.5700000000015,1462.65,High,55,2025-10-01
CUST0083,Arjun Iyer,Female,31,Chennai,Business,Prepaid,221.0,245,21.71,699,13414.07,11722.51,1691.5599999999995,706.0,High,20,2025-10-01
CUST0084,Karthik Pillai,Female,37,Bangalore,Business,Prepaid,540.3,104,7.92,1099,18804.49,15187.63,3616.8600000000024,1567.04,High,50,2025-10-01
CUST0085,Anjali Rao,Female,53,Bangalore,Premium,Prepaid,480.1,76,9.89,1299,19934.81,17646.87,2287.9400000000023,1812.26,High,50,2025-10-01
CUST0086,Rahul Iyer,Female,57,Mumbai,Retail,Postpaid,384.5,37,2.96,299,18212.86,13004.92,5207.9400000000005,1821.29,Low,25,2025-10-01
CUST0087,Meena Sharma,Female,31,Hyderabad,Business,Prepaid,65.9,41,19.73,1099,12545.72,7772.25,4773.469999999999,784.11,High,40,2025-10-01
CUST0088,Sneha Patel,Female,53,Hyderabad,Business,Postpaid,93.6,31,13.92,1599,8769.3,3995.86,4773.439999999999,438.46,Medium,40,2025-10-01
CUST0089,Karthik Mehta,Female,39,Jaipur,Retail,Postpaid,233.4,144,8.57,699,10466.8,6997.51,3469.289999999999,654.17,Medium,10,2025-10-01
CUST0090,Priya Reddy,Female,46,Pune,Retail,Postpaid,550.4,248,22.93,399,14805.1,10144.87,4660.23,925.32,High,45,2025-10-01
CUST0091,Rajesh Mehta,Male,54,Hyderabad,Business,Postpaid,369.9,247,27.68,899,12793.98,10887.2,1906.7799999999988,1279.4,High,35,2025-10-01
CUST0092,Rahul Patel,Male,31,Pune,Premium,Prepaid,442.7,25,8.17,699,8535.34,4156.97,4378.37,609.67,High,35,2025-10-01
CUST0093,Meena Joshi,Male,55,Hyderabad,Premium,Postpaid,371.5,283,23.15,499,11533.19,7533.89,3999.3,768.88,High,40,2025-10-01
CUST0094,Arjun Joshi,Male,28,Hyderabad,Business,Postpaid,420.5,50,3.49,399,16554.79,15771.46,783.3300000000017,1182.49,High,30,2025-10-01
CUST0095,Sneha Iyer,Male,38,Bangalore,Premium,Postpaid,337.7,117,24.67,399,7410.98,3829.86,3581.1199999999994,494.07,High,40,2025-10-01
CUST0096,Rajesh Rao,Male,20,Pune,Retail,Postpaid,478.3,270,15.97,699,6144.46,5047.96,1096.5,614.45,High,35,2025-10-01
CUST0097,Rahul Mehta,Female,21,Delhi,Business,Prepaid,497.6,21,22.9,899,3383.26,2736.72,646.5400000000004,187.96,High,35,2025-10-01
CUST0098,Neha Mehta,Male,35,Pune,Retail,Postpaid,465.8,70,22.54,1099,19866.85,17358.97,2507.8799999999974,1806.08,High,60,2025-10-01
CUST0099,Meena Patel,Female,44,Mumbai,Business,Prepaid,351.8,167,19.71,1099,8086.49,3212.11,4874.379999999999,622.04,High,40,2025-10-01
CUST0100,Rahul Sharma,Male,51,Pune,Business,Prepaid,224.3,268,21.93,699,18716.92,13649.57,5067.3499999999985,1169.81,High,45,2025-10-01
CUST0101,Anjali Kumar,Male,27,Lucknow,Business,Postpaid,504.6,284,20.4,399,6232.97,1031.93,5201.04,566.63,High,45,2025-10-01
CUST0102,Meena Kumar,Male,58,Bangalore,Business,Postpaid,208.5,69,13.58,1599,11512.38,9727.91,1784.4699999999993,677.2,Medium,30,2025-10-01
CUST0103,Rahul Iyer,Female,38,Hyderabad,Retail,Postpaid,561.4,30,5.99,899,7498.31,5568.37,1929.9400000000005,576.79,High,15,2025-10-01
CUST0104,Sneha Joshi,Male,33,Bangalore,Business,Postpaid,369.2,211,17.06,399,14108.59,8528.59,5580.0,705.43,High,30,2025-10-01
CUST0105,Deepak Rao,Male,47,Lucknow,Premium,Prepaid,267.4,237,16.99,1599,8864.0,3896.66,4967.34,492.44,High,50,2025-10-01
CUST0106,Meena Joshi,Female,43,Bangalore,Business,Prepaid,611.4,178,13.29,699,6483.44,722.78,5760.66,498.73,High,45,2025-10-01
CUST0107,Arjun Patel,Male,34,Kolkata,Retail,Postpaid,257.3,218,22.64,499,10968.8,6874.41,4094.3899999999994,548.44,High,30,2025-10-01
CUST0108,Deepak Patel,Female,30,Pune,Premium,Prepaid,640.7,52,3.8,699,6186.89,981.54,5205.35,562.44,High,35,2025-10-01
CUST0109,Deepak Verma,Male,40,Mumbai,Retail,Postpaid,188.3,59,25.44,1599,10544.99,8596.92,1948.0699999999997,527.25,High,30,2025-10-01
CUST0110,Neha Kumar,Male,52,Kolkata,Business,Prepaid,180.0,212,16.67,1099,18450.4,13357.37,5093.030000000001,1845.04,High,55,2025-10-01
CUST0111,Neha Iyer,Female,36,Pune,Retail,Prepaid,267.4,276,22.35,1299,14846.71,12650.35,2196.3599999999988,742.34,High,30,2025-10-01
CUST0112,Neha Reddy,Female,26,Jaipur,Business,Postpaid,506.4,51,11.08,1099,7659.19,7075.16,584.0299999999997,765.92,High,45,2025-10-01
CUST0113,Priya Kumar,Male,38,Bangalore,Retail,Postpaid,64.7,107,18.83,399,19528.17,15057.29,4470.879999999997,1394.87,High,45,2025-10-01
CUST0114,Sneha Reddy,Male,34,Kochi,Retail,Postpaid,360.0,226,22.15,1099,5004.39,1224.44,3779.9500000000003,294.38,High,40,2025-10-01
CUST0115,Sneha Joshi,Female,60,Kochi,Retail,Prepaid,644.2,54,12.66,899,19837.07,14964.17,4872.9,1983.71,High,60,2025-10-01
CUST0116,Rajesh Patel,Male,25,Chennai,Retail,Postpaid,628.6,244,22.85,299,4775.3,537.18,4238.12,318.35,High,45,2025-10-01
CUST0117,Meena Verma,Female,36,Kolkata,Retail,Prepaid,653.6,249,20.62,299,18876.22,15011.34,3864.880000000001,1179.76,High,60,2025-10-01
CUST0118,Anjali Patel,Female,34,Bangalore,Retail,Prepaid,180.5,182,23.2,899,4127.76,2212.51,1915.25,317.52,High,20,2025-10-01
CUST0119,Arjun Pillai,Female,29,Kolkata,Business,Prepaid,647.0,34,12.84,1599,9246.94,6877.83,2369.1100000000006,660.5,High,45,2025-10-01
CUST0120,Neha Mehta,Female,55,Chennai,Business,Prepaid,296.7,177,5.73,1099,11711.5,10841.88,869.6200000000008,650.64,Medium,10,2025-10-01
CUST0121,Deepak Kumar,Male,59,Mumbai,Business,Prepaid,641.5,55,14.66,499,3861.3,1858.86,2002.4400000000003,214.52,High,35,2025-10-01
CUST0122,Karthik Patel,Male,58,Kochi,Premium,Prepaid,694.1,239,9.96,1299,14792.54,11560.14,3232.4000000000015,870.15,High,45,2025-10-01
CUST0123,Neha Pillai,Male,57,Mumbai,Business,Postpaid,313.5,109,16.78,299,17312.12,14081.93,3230.1899999999987,911.16,High,30,2025-10-01
CUST0124,Rajesh Kumar,Male,43,Delhi,Retail,Postpaid,609.4,273,26.14,399,3584.03,-2101.99,5686.02,188.63,High,45,2025-10-01
CUST0125,Rajesh Patel,Female,51,Lucknow,Retail,Prepaid,148.9,87,29.56,1599,5681.11,-56.8,5737.91,284.06,High,40,2025-10-01
CUST0126,Rajesh Rao,Male,53,Lucknow,Retail,Postpaid,370.6,234,14.59,899,8831.02,4443.08,4387.9400000000005,735.92,Medium,30,2025-10-01
CUST0127,Deepak Iyer,Female,38,Jaipur,Business,Postpaid,440.9,150,24.67,699,18509.33,17307.36,1201.9700000000012,1682.67,High,50,2025-10-01
CUST0128,Deepak Mehta,Female,47,Delhi,Retail,Postpaid,482.8,90,23.29,499,18720.62,16089.86,2630.7599999999984,936.03,High,35,2025-10-01
CUST0129,Neha Sharma,Male,21,Lucknow,Business,Postpaid,158.6,190,16.05,399,12897.35,9047.74,3849.6100000000006,644.87,High,30,2025-10-01
CUST0130,Karthik Iyer,Female,30,Mumbai,Retail,Postpaid,537.4,137,20.7,899,17048.36,12294.77,4753.59,1420.7,High,60,2025-10-01
CUST0131,Priya Verma,Male,60,Hyderabad,Premium,Postpaid,589.7,31,22.54,1599,14019.8,9393.06,4626.74,876.24,High,65,2025-10-01
CUST0132,Meena Kumar,Male,50,Kolkata,Retail,Prepaid,644.3,45,7.45,899,16632.12,12307.94,4324.1799999999985,1108.81,High,40,2025-10-01
CUST0133,Priya Pillai,Female,27,Delhi,Retail,Prepaid,636.6,290,29.27,899,16944.06,11420.31,5523.750000000002,941.34,High,45,2025-10-01
CUST0134,Meena Iyer,Male,37,Delhi,Business,Prepaid,346.1,115,16.49,1099,6446.87,5474.37,972.5,358.16,High,30,2025-10-01
CUST0135,Deepak Pillai,Male,56,Lucknow,Premium,Prepaid,495.7,181,2.99,299,4507.11,2059.76,2447.3499999999995,409.74,High,25,2025-10-01
CUST0136,Deepak Patel,Male,57,Mumbai,Premium,Prepaid,150.6,203,12.89,399,8092.77,6177.58,1915.1900000000005,505.8,Medium,30,2025-10-01
CUST0137,Rahul Joshi,Female,24,Mumbai,Business,Prepaid,371.3,135,5.17,499,5887.33,3017.69,2869.64,392.49,Medium,0,2025-10-01
CUST0138,Deepak Kumar,Female,21,Lucknow,Business,Postpaid,598.8,112,12.71,699,10517.97,4860.68,5657.289999999999,525.9,High,45,2025-10-01
CUST0139,Arjun Reddy,Male,60,Jaipur,Business,Postpaid,197.2,232,9.19,899,6917.61,1001.1,5916.509999999999,532.12,Medium,10,2025-10-01
CUST0140,Deepak Pillai,Female,53,Lucknow,Retail,Prepaid,517.7,217,26.29,399,14483.11,11470.29,3012.8199999999997,804.62,High,45,2025-10-01
CUST0141,Rajesh Mehta,Female,58,Bangalore,Premium,Postpaid,387.4,246,28.17,699,19908.62,18187.37,1721.25,1327.24,High,45,2025-10-01
CUST0142,Sneha Joshi,Male,34,Kochi,Premium,Prepaid,446.7,69,26.77,299,4255.0,-987.65,5242.65,327.31,High,55,2025-10-01
CUST0143,Sneha Sharma,Male,49,Lucknow,Premium,Postpaid,584.0,23,19.72,1599,5042.1,4064.08,978.0200000000004,336.14,High,55,2025-10-01
CUST0144,Arjun Verma,Female,24,Delhi,Premium,Postpaid,528.3,285,7.41,899,19269.67,18354.71,914.9599999999991,1751.79,High,40,2025-10-01
CUST0145,Anjali Iyer,Female,49,Jaipur,Business,Prepaid,436.6,266,27.28,899,13459.01,10587.19,2871.8199999999997,841.19,High,35,2025-10-01
CUST0146,Rahul Rao,Male,57,Hyderabad,Retail,Prepaid,87.6,131,20.35,699,10814.57,10195.58,618.9899999999998,720.97,High,20,2025-10-01
CUST0147,Meena Patel,Female,28,Jaipur,Premium,Prepaid,439.1,142,6.53,499,16257.49,12168.6,4088.8899999999994,812.87,High,35,2025-10-01
CUST0148,Rahul Kumar,Female,47,Kolkata,Premium,Prepaid,150.8,146,24.75,499,16197.76,14090.82,2106.9400000000005,852.51,High,30,2025-10-01
CUST0149,Rahul Reddy,Male,26,Hyderabad,Premium,Postpaid,299.3,128,12.11,499,3009.62,1695.47,1314.1499999999999,158.4,Medium,30,2025-10-01
CUST0150,Rahul Joshi,Male,55,Kolkata,Retail,Prepaid,326.2,294,21.85,1299,16226.72,12749.04,3477.6799999999985,1352.23,High,55,2025-10-01
CUST0151,Neha Verma,Male,45,Kolkata,Retail,Postpaid,563.6,189,22.69,299,12718.15,9135.98,3582.17,706.56,High,45,2025-10-01
CUST0152,Sneha Reddy,Male,32,Pune,Retail,Prepaid,518.5,162,17.44,1299,7105.38,4403.1,2702.2799999999997,444.09,High,45,2025-10-01
CUST0153,Arjun Patel,Female,52,Mumbai,Retail,Postpaid,443.4,61,5.01,699,14804.23,9904.75,4899.48,986.95,High,25,2025-10-01
CUST0154,Anjali Rao,Male,57,Mumbai,Retail,Postpaid,406.4,107,15.35,1599,10514.77,8348.0,2166.7700000000004,1051.48,High,60,2025-10-01
CUST0155,Rajesh Iyer,Male,52,Kochi,Business,Prepaid,692.5,143,11.02,1599,10900.83,9367.34,1533.4899999999998,778.63,High,45,2025-10-01
CUST0156,Rahul Iyer,Male,35,Kolkata,Retail,Postpaid,313.9,124,16.95,899,3603.87,438.0,3165.87,360.39,High,30,2025-10-01
CUST0157,Priya Pillai,Male,52,Kolkata,Premium,Postpaid,516.5,244,9.68,899,10714.71,6198.12,4516.589999999999,563.93,High,35,2025-10-01
CUST0158,Arjun Mehta,Male,25,Lucknow,Business,Prepaid,155.7,10,24.1,1299,16680.97,15339.16,1341.8100000000013,1283.15,High,45,2025-10-01
CUST0159,Priya Mehta,Male,58,Mumbai,Retail,Prepaid,523.8,140,4.83,899,9737.03,8916.61,820.4200000000001,973.7,High,15,2025-10-01
CUST0160,Karthik Pillai,Male,34,Chennai,Business,Prepaid,407.5,279,24.05,1099,18963.72,15293.35,3670.370000000001,998.09,High,55,2025-10-01
CUST0161,Priya Verma,Male,40,Lucknow,Business,Prepaid,435.1,275,26.27,699,7455.41,6867.61,587.8000000000002,532.53,High,35,2025-10-01
CUST0162,Rahul Kumar,Female,60,Hyderabad,Premium,Postpaid,195.5,43,29.22,899,3244.52,-6.61,3251.13,202.78,High,40,2025-10-01
CUST0163,Deepak Reddy,Male,59,Hyderabad,Retail,Postpaid,429.7,220,14.42,1099,7842.6,3147.6,4695.0,653.55,High,55,2025-10-01
CUST0164,Rajesh Mehta,Male,32,Kochi,Retail,Prepaid,473.3,164,7.05,1299,7353.11,4441.48,2911.63,432.54,High,25,2025-10-01
CUST0165,Rajesh Kumar,Female,54,Mumbai,Business,Prepaid,550.9,299,1.53,899,17480.46,12037.82,5442.639999999999,1748.05,High,40,2025-10-01
CUST0166,Karthik Reddy,Female,21,Lucknow,Business,Postpaid,584.2,212,28.35,1299,3095.84,816.12,2279.7200000000003,171.99,High,45,2025-10-01
CUST0167,Arjun Kumar,Female,29,Bangalore,Retail,Prepaid,583.8,207,15.81,399,3632.74,358.87,3273.87,213.69,High,45,2025-10-01
CUST0168,Meena Pillai,Male,30,Bangalore,Business,Prepaid,254.4,186,7.63,699,13081.19,10673.96,2407.2300000000014,1189.2,Medium,15,2025-10-01
CUST0169,Arjun Verma,Male,30,Kolkata,Premium,Postpaid,180.7,274,1.11,1099,18369.71,15074.13,3295.58,1836.97,Low,45,2025-10-01
CUST0170,Meena Sharma,Male,54,Lucknow,Retail,Prepaid,466.1,200,4.95,1599,16133.89,14225.61,1908.2799999999988,949.05,High,25,2025-10-01
CUST0171,Priya Pillai,Female,41,Kochi,Retail,Postpaid,273.2,78,16.71,1299,19692.68,19166.77,525.9099999999999,1790.24,High,45,2025-10-01
